StartTime,TimeDeltaRbcast,TotalTimeDeltaCommit,TimeDeltaConsensus
1729118939.7258825,7.533779859542847,86.94942569732666,79.41564583778381
1729118956.731747,16.659297227859497,69.9435784816742,53.2842812538147
1729118947.2608666,11.780863523483276,79.41446447372437,67.63360095024109
1729118965.0458305,20.152673959732056,106.84324312210083,86.69056916236877
1729118982.9099686,25.977729558944702,88.97912287712097,63.00139331817627
1729119010.120199,36.7889506816864,104.75359225273132,67.96464157104492
1729118991.146215,29.56705141067505,123.7275915145874,94.16054010391235
1729119000.5715642,33.248719453811646,114.30224895477295,81.0535295009613
1729119044.5080378,46.58100080490112,115.56961584091187,68.98861503601074
1729119026.6904843,41.61441659927368,133.38719129562378,91.7727746963501
1729119036.2032242,46.49967050552368,123.8744568824768,77.37478637695312
1729119071.9056673,58.401227712631226,132.16174983978271,73.76052212715149
1729119055.2481973,53.69184899330139,148.81924772262573,95.12739872932434
1729119080.3755999,59.44824695587158,123.69185185432434,64.24360489845276
1729119091.0920615,66.56890988349915,158.16617631912231,91.59726643562317
1729119114.8925612,74.8827953338623,134.3657054901123,59.48291015625
1729119098.1777084,69.0005509853363,151.0805640220642,82.0800130367279
1729119133.849725,80.95625853538513,159.49474453926086,78.53848600387573
1729119125.573178,76.10097408294678,167.77132487297058,91.6703507900238
1729119143.3575428,84.46358251571655,149.98696637153625,65.5233838558197
1729119179.1158488,96.39551305770874,159.2475290298462,62.85201597213745
1729119160.0959072,91.51479387283325,178.2674868106842,86.75269293785095
1729119169.5964556,95.23422813415527,168.7669448852539,73.53271675109863
1729119214.8095522,107.97490644454956,167.52520179748535,59.55029535293579
1729119187.39887,99.99084544181824,194.93589663505554,94.9450511932373
1729119204.087276,105.7553141117096,178.2474958896637,72.4921817779541
1729119249.2768748,121.1258602142334,176.8947639465332,55.768903732299805
1729119232.6208649,116.46297550201416,193.5507891178131,77.08781361579895
1729119223.0071282,111.74078130722046,203.1645314693451,91.42375016212463
1729119267.271719,126.86380362510681,204.12601852416992,77.26221489906311
1729119276.6901429,131.61780834197998,194.70760798454285,63.089799642562866
1729119257.7161126,124.61171436309814,213.68164372444153,89.06992936134338
1729119293.3657925,136.35225987434387,220.7396194934845,84.38735961914062
1729119312.1707654,147.36135339736938,201.93465971946716,54.57330632209778
1729119303.9315093,142.44630932807922,210.17392134666443,67.7276120185852
1729119338.382415,151.9962763786316,220.7989706993103,68.80269432067871
1729119346.736401,156.68746733665466,212.4449987411499,55.75753140449524
1729119320.45485,147.38551378250122,238.7265555858612,91.34104180335999
1729119365.6666365,165.0809805393219,238.60909271240234,73.52811217308044
1729119357.4281197,160.1790418624878,246.84762406349182,86.66858220100403
