StartTime,TimeDeltaRbcast,TotalTimeDeltaCommit,TimeDeltaConsensus
1729104349.140338,7.033141374588013,45.66397309303284,38.630831718444824
1729104332.6384425,5.957855701446533,62.165889739990234,56.2080340385437
1729104336.8815804,7.000185489654541,57.92275786399841,50.92257237434387
1729104343.8831582,5.2408607006073,50.9211859703064,45.6803252696991
1729104376.3951712,6.115052700042725,51.68034601211548,45.565293312072754
1729104369.3683622,7.024097442626953,58.707175493240356,51.6830780506134
1729104362.4580872,6.908779621124268,65.61745643615723,58.70867681503296
1729104382.5442255,6.142167091369629,45.531325817108154,39.389158725738525
1729104394.8223886,6.985742568969727,65.6169958114624,58.631253242492676
1729104414.9555817,7.0548341274261475,45.48381948471069,38.428985357284546
1729104401.8139198,6.174701690673828,58.625487327575684,52.450785636901855
1729104408.823023,6.130429029464722,51.61638879776001,45.48595976829529
1729104448.0497768,6.166088819503784,44.67703580856323,38.51094698905945
1729104441.0964,6.951597213745117,51.630438804626465,44.67884159088135
1729104428.0909219,6.124075174331665,64.63592219352722,58.51184701919556
1729104435.0768578,6.017536878585815,57.649991512298584,51.63245463371277
1729104467.4058576,6.035135984420776,58.734352111816406,52.69921612739563
1729104480.5367184,6.1768505573272705,45.60352611541748,39.42667555809021
1729104460.4588652,6.94426417350769,65.68138527870178,58.73712110519409
1729104473.4595034,7.0165855884552,52.68075227737427,45.66416668891907
1729104499.792373,6.211649656295776,59.64737248420715,53.43572282791138
1729104506.8640318,6.999835014343262,52.57574486732483,45.57590985298157
1729104513.8666337,6.121460914611816,45.57314848899841,39.4516875743866
1729104492.7441695,7.041659593582153,66.69561743736267,59.65395784378052
1729104545.243821,7.172787189483643,45.46814489364624,38.2953577041626
1729104539.1076775,6.128908157348633,51.604318141937256,45.47540998458862
1729104526.1581657,6.874632835388184,64.55383563041687,57.67920279502869
1729104533.0363922,6.068486452102661,57.675615549087524,51.60712909698486
1729104571.5185778,7.002892255783081,52.669294595718384,45.6664023399353
1729104565.4523501,6.0568273067474365,58.7355523109436,52.67872500419617
1729104559.4597244,5.989189863204956,64.72818374633789,58.738993883132935
1729104578.5348792,6.1745383739471436,45.6530339717865,39.478495597839355
1729104610.9702005,6.139050006866455,46.57988238334656,40.4408323764801
1729104590.7351217,6.975035190582275,66.8149745464325,59.83993935585022
1729104597.7195,7.1641223430633545,59.83060145378113,52.66647911071777
1729104604.8880167,6.077479362487793,52.66209006309509,46.5846107006073
1729104624.2134688,6.894837856292725,65.6850643157959,58.790226459503174
1729104637.2996166,6.104929447174072,52.598931550979614,46.49400210380554
1729104643.4334736,7.058685064315796,46.46508002281189,39.406394958496094
1729104631.1167023,6.177417755126953,58.781856060028076,52.60443830490112
1729104657.5703626,6.069563627243042,64.68048143386841,58.610917806625366
1729104676.8090692,6.9741370677948,45.44318985939026,38.46905279159546
1729104663.6470072,6.102444648742676,58.60525941848755,52.50281476974487
1729104669.7592347,7.043037176132202,52.493037700653076,45.450000524520874
1729104689.9246411,6.153402090072632,65.62798690795898,59.47458481788635
1729104703.1127124,6.900357484817505,52.43993091583252,45.539573431015015
1729104710.0210536,6.123985528945923,45.53159713745117,39.40761160850525
1729104696.093855,7.00873064994812,59.45880126953125,52.45007061958313
1729104729.1770258,6.2595534324646,58.84695839881897,52.58740496635437
1729104722.2744281,6.893802881240845,65.74957323074341,58.85577034950256
1729104742.396581,6.092977523803711,45.62742781639099,39.53445029258728
1729104735.4452736,6.93885064125061,52.57874011993408,45.63988947868347
1729104755.5738547,6.095925569534302,64.8180468082428,58.722121238708496
1729104761.680662,6.168077230453491,58.711254358291626,52.543177127838135
1729104767.8761108,7.03093695640564,52.5158109664917,45.48487401008606
1729104774.916295,6.958341836929321,45.475632190704346,38.517290353775024
1729104788.0495968,6.139183044433594,64.73041319847107,58.591230154037476
1729104801.39711,6.116173505783081,51.38291835784912,45.26674485206604
1729104794.2087183,7.145693302154541,58.57131624221802,51.42562294006348
1729104808.3636613,5.922738790512085,44.416378021240234,38.49363923072815
1729104820.4183288,6.912171363830566,64.86513662338257,57.952965259552
1729104834.385086,6.005363464355469,50.898396730422974,44.893033266067505
1729104827.3439138,7.0289576053619385,57.93957495689392,50.91061735153198
1729104840.4057746,6.185392379760742,44.877718925476074,38.69232654571533
1729104873.0296967,6.188045024871826,45.535622119903564,39.34757709503174
1729104859.6744096,6.161436319351196,58.89092516899109,52.72948884963989
1729104865.8690434,7.131433486938477,52.69629645347595,45.564862966537476
1729104852.810931,6.849156141281128,65.75441360473633,58.9052574634552
1729104885.3179162,6.924473762512207,66.30454564094543,59.38007187843323
1729104906.6049373,5.985146999359131,45.01754069328308,39.03239369392395
1729104899.5558565,6.195099115371704,52.066627502441406,45.8715283870697
1729104892.2791984,7.241393804550171,59.34329032897949,52.10189652442932
1729104918.5971646,6.894767999649048,65.56833148002625,58.6735634803772
1729104932.5846403,6.0771214962005615,51.58087944984436,45.5037579536438
1729104938.6801562,5.92998194694519,45.48536920547485,39.55538725852966
1729104925.5489104,6.154387474060059,58.616621255874634,52.462233781814575
1729104970.9625552,6.14879846572876,45.88202404975891,39.73322558403015
1729104958.598309,5.223783254623413,58.246286392211914,53.0225031375885
1729104963.8618243,7.037276744842529,52.982778549194336,45.94550180435181
1729104951.6600926,6.919677019119263,65.18451595306396,58.2648389339447
1729105004.4617448,6.121052503585815,45.29242014884949,39.17136764526367
1729104984.1980124,7.124973773956299,65.5561695098877,58.4311957359314
1729104997.3602755,7.078334093093872,52.393911838531494,45.31557774543762
1729104991.3445334,5.973248243331909,58.40965962409973,52.43641138076782
1729105016.8829935,6.830522298812866,65.43483829498291,58.604315996170044
1729105036.6887555,5.9970033168792725,45.629095792770386,39.63209247589111
1729105030.6786757,5.9859299659729,51.63918113708496,45.65325117111206
1729105023.7355137,6.917515993118286,58.58234977722168,51.664833784103394
1729105068.9732728,6.22311544418335,45.83524417877197,39.61212873458862
1729105061.9099483,6.998664617538452,52.898584604263306,45.89991998672485
1729105056.6529877,5.195661783218384,58.15555119514465,52.95988941192627
1729105049.7947621,6.8318212032318115,65.01378154754639,58.181960344314575
1729105095.570927,6.182295560836792,51.55841612815857,45.37612056732178
1729105089.290372,6.22928261756897,57.838985443115234,51.609702825546265
1729105102.6346157,6.0286760330200195,44.49474859237671,38.46607255935669
1729105082.3606596,6.901846170425415,64.76870965957642,57.866863489151
1729105114.853523,6.917042255401611,65.70068216323853,58.783639907836914
1729105134.7771003,6.160539627075195,45.77712106704712,39.616581439971924
1729105121.801093,6.933189392089844,58.75313377380371,51.81994438171387
1729105128.7647083,5.979989767074585,51.78952383995056,45.80953407287598
1729105147.1964555,6.971827745437622,65.66388058662415,58.69205284118652
1729105167.3783205,6.178995132446289,45.48203372955322,39.303038597106934
1729105161.169121,6.14828085899353,51.69123911857605,45.54295825958252
1729105154.2005694,6.93699836730957,58.65979623794556,51.722797870635986
1729105200.7222922,6.051830053329468,44.458802938461304,38.406972885131836
1729105186.6499977,7.013507843017578,58.531113624572754,51.517605781555176
1729105180.596305,5.992387771606445,64.58481192588806,58.592424154281616
1729105193.7005956,6.985306739807129,51.48052763938904,44.49522089958191
1729105212.9131138,6.887451887130737,65.50265574455261,58.615203857421875
1729105226.8685267,6.1137237548828125,51.54725909233093,45.43353533744812
1729105233.022333,5.998450994491577,45.39345860481262,39.395007610321045
1729105219.8401282,6.988455772399902,58.57566857337952,51.587212800979614
1729105252.1059237,6.85209059715271,59.078481674194336,52.226391077041626
1729105245.2371888,6.828253746032715,65.94723057746887,59.11897683143616
1729105265.1700811,7.08640456199646,46.01434683799744,38.92794227600098
1729105258.9968772,6.091928720474243,52.18755626678467,46.095627546310425
1729105298.8973165,6.064073085784912,45.79273724555969,39.72866415977478
1729105291.810021,6.169749021530151,52.880048513412476,46.710299491882324
1729105278.4691064,6.120097637176514,66.22096920013428,60.100871562957764
1729105284.6724331,7.068120241165161,60.0176477432251,52.94952750205994
1729105325.3948565,6.053464651107788,51.770437479019165,45.71697282791138
1729105311.2510376,6.998431444168091,65.91427302360535,58.915841579437256
1729105331.4961746,6.065062046051025,45.66914176940918,39.604079723358154
1729105318.358807,6.1440269947052,58.80651664733887,52.66248965263367
1729105344.7539248,6.825453519821167,65.12010526657104,58.29465174674988
1729105357.7160857,6.099249601364136,52.15796136856079,46.058711767196655
1729105363.9133859,7.111339330673218,45.96066641807556,38.849327087402344
1729105351.628015,6.038371562957764,58.246042251586914,52.20767068862915
1729105377.233217,6.020624160766602,66.04188442230225,60.021260261535645
